Sr_No,Date_dd_mm_yyyy,Startup_Name,Industry_Vertical,SubVertical,City__Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
188,2018-08-28,Narvar,It,Post-Purchase Customer Engagement Platform,Bengaluru,Accel (Formerly Known As Accel Partners),Private Equity,3000000.0,,2018,8
189,2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Unknown,Private Equity,600000000.0,,2018,8
190,2018-07-01,Leena Ai,Technology,Hr Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0.0,,2018,7
191,2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan And Vinay Mittal,Seed/ Angel Funding,1000000.0,,2018,7
192,2018-07-04,Anchanto,It,E-Commerce Fulfilment Platform,Pune,Mdi Ventures & Telkom Indonesia,Private Equity,4000000.0,,2018,7
193,2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, Vc Firms India Quotient And Kae Capital",Private Equity,6250000.0,,2018,7
194,2018-07-06,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd And Temasek,Private Equity,27700000.0,,2018,7
195,2018-07-09,Zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,440000.0,,2018,7
196,2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,1100000.0,,2018,7
197,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, Chief Operating Office At Idfc Bank, Aditya Malik & Others",Seed/ Angel Funding,437000.0,,2018,7
198,2018-07-10,Inicu,Healthcare,Med-Tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,0.0,,2018,7
199,2018-07-10,Kinara Capital,Finance,Lending Platform For Micro And Small Enterprises,Bengaluru,Responsability,Private Equity,5000000.0,,2018,7
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, And Ramakant Sharma",Private Equity,5000000.0,,2018,7
201,2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base Of Pyramid Asia (Bopa) Pte Ltd,Private Equity,2500000.0,,2018,7
202,2018-07-12,19Th Mile,It,Artificial Intelligence-Based Sales Acceleration Software Platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta And Others",Seed/ Angel Funding,180000.0,,2018,7
203,2018-07-12,5Th Vital,Healthcare,Home Diagnostics Services Provider,Bengaluru,Brand Capital And Others,Seed/ Angel Funding,500000.0,,2018,7
204,2018-07-13,Mengage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-Founders Lab And Others.",Seed/ Angel Funding,175000.0,,2018,7
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For Sme,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India And Zodius Capital",Private Equity,29000000.0,,2018,7
206,2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway Fci Fund, Kck Global & Others",Private Equity,49700000.0,,2018,7
207,2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500000.0,,2018,7
208,2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"Tpg Growth, The Rise Fund & Others",Private Equity,100000000.0,,2018,7
209,2018-07-20,Housingman,Consumer Internet,Property Discovery Platform,Bengaluru,Unknown,Seed/ Angel Funding,1500000.0,,2018,7
210,2018-07-21,Paysense,Consumer Internet,Online Consumer Lending Platform,Mumbai,Payu & Others,Private Equity,18000000.0,,2018,7
211,2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Unknown,Seed/ Angel Funding,0.0,,2018,7
212,2018-07-23,Vtion,Technology,Media Analytics,Gurugram,"Angellist, Rahul Khanna, Rajeev Arora And Ram Ramsundar.",Seed/ Angel Funding,280000.0,,2018,7
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro Venture Capital Firm Gems Partners And Others",Seed/ Angel Funding,436000.0,,2018,7
214,2018-07-24,Kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000.0,,2018,7
215,2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000.0,,2018,7
216,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education And Mahavir Agency",Private Equity,17000000.0,,2018,7
217,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"Beenext , Weh Ventures And Sprout Ventures",Seed/ Angel Funding,1250000.0,,2018,7
218,2018-07-25,Iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast And Exfinity,Seed/ Angel Funding,2500000.0,,2018,7
219,2018-07-26,Entropik,It,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, Idfc-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000.0,,2018,7
220,2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,Makemytrip,Private Equity,0.0,,2018,7
221,2018-07-26,Thecapitalnet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments Llc (Lfi),Private Equity,500000.0,,2018,7
222,2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0,,2018,7
223,2018-07-30,Cure Fit,Consumer Internet,Health And Fitness Platform,Bengaluru,"Idg Ventures, Accel Partners, Kalaari Capital And Others",Private Equity,120000000.0,,2018,7
224,2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For Sme,Chennai,"Tpg, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000.0,,2018,7
225,2018-07-31,Healthsignz,Healthcare,Health And Well Being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000.0,,2018,7
226,2018-06-01,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000.0,,2018,6
227,2018-06-04,Digiconectt,Technology,Sales Analytics And Enablement Platform,Bengaluru,Aspire Logistics Llc,Seed/ Angel Funding,125000.0,,2018,6
228,2018-06-04,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0.0,,2018,6
229,2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy And Manish Satnaliwala.",Seed/ Angel Funding,0.0,,2018,6
230,2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,Nb Ventures And Others,Seed/ Angel Funding,0.0,,2018,6
231,2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (Oijif),Private Equity,23000000.0,,2018,6
232,2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, Saif Partners, Y Combinator And Venture Highway",Private Equity,11500000.0,,2018,6
233,2018-06-10,Ayefinance,Finance,Online Lending Platform,Gurugram,"Capitalg, Saif Partners And Lgt Impact Ventures",Private Equity,21500000.0,,2018,6
234,2018-06-11,Theranosis,Healthcare,Specialised Diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0,,2018,6
235,2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000.0,,2018,6
236,2018-06-12,Eshakti,E-Commerce,Fashion E-Tailer,Chennai,Paragon Partners,Private Equity,10100000.0,,2018,6
237,2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital And Sequoia Capital,Seed/ Angel Funding,3000000.0,,2018,6
238,2018-06-13,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray And Samir Kumar",Seed/ Angel Funding,300000.0,,2018,6
239,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"Letsventure, Rajan Anandan, Basab Pradhan, Vivek Khare And Bijoy George",Seed/ Angel Funding,450000.0,,2018,6
240,2018-06-13,What\ Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure And Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,0.0,,2018,6
241,2018-06-14,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,3450000.0,,2018,6
242,2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000.0,,2018,6
243,2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0,,2018,6
244,2018-06-18,Elucidata,It,Data Analytics (Saas),Delhi & Cambridge,Hyperplane Venture Capital And Several Angel Investors,Seed/ Angel Funding,1700000.0,,2018,6
245,2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0,,2018,6
246,2018-06-19,Rentsher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, Letsventure & Others",Seed/ Angel Funding,1100000.0,,2018,6
247,2018-06-20,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator And Others.",Private Equity,15000000.0,,2018,6
248,2018-06-22,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000.0,,2018,6
249,2018-06-25,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Softbank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0,,2018,6
250,2018-06-25,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,4000000.0,,2018,6
251,2018-06-25,Sqqrl,Finance,App-Based Investment Platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0,,2018,6
252,2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000.0,,2018,6
253,2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures And Binny Bansal",Private Equity,19000000.0,,2018,6
254,2018-06-27,Wow Express,Technology,E-Commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0,,2018,6
255,2018-06-28,Front Desk Ai,Technology,An Ai Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,1100000.0,,2018,6
256,2018-06-28,Edureka,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000000.0,,2018,6
257,2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,0.0,,2018,6
258,2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0,,2018,5
259,2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (Ifc), Accel Partners And Idg Ventures",Private Equity,22000000.0,,2018,5
260,2018-05-03,Disprz,It,Saas,Chennai,"Il&Fs Private Equity, Kae Capital & Others",Seed / Angel Funding,2500000.0,,2018,5
261,2018-05-07,Paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,Unknown,Seed / Angel Funding,225000.0,,2018,5
262,2018-05-09,I3Sysytems,Technology,Ai Product Company For Health And Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil And Jerxis Vandrevala",Seed / Angel Funding,1000000.0,,2018,5
263,2018-05-11,Earth Food,Consumer Internet,Agri-Tech,Pune,Rairah Corporation,Seed / Angel Funding,949000.0,,2018,5
264,2018-05-14,Nykaa,Consumer Internet,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,24000000.0,,2018,5
265,2018-05-16,Mfine,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners And Mayur Abhaya Srisrimal",Private Equity,4200000.0,,2018,5
266,2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume Ventures,Seed/ Angel Funding,300000.0,,2018,5
267,2018-05-21,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures And Blume Ventures",Private Equity,7000000.0,,2018,5
268,2018-05-22,Vola,Finance,Micro Lending Platform,Bengaluru,Credika And Unnamed Angel Investors,Seed/ Angel Funding,500000.0,,2018,5
269,2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,Letsventure,Seed/ Angel Funding,735000.0,,2018,5
270,2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,Rs Shanbag,Seed/ Angel Funding,735000.0,,2018,5
271,2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,2000000.0,,2018,5
272,2018-05-24,Smartivity,Ed-Tech,Designer Of Toys And Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,2000000.0,,2018,5
273,2018-05-24,Bonphulapl,Clean-Tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta And Saurabh Rastogi,Seed/ Angel Funding,293000.0,,2018,5
274,2018-05-27,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, Nr Narayana Murthy.",Seed/ Angel Funding,12000000.0,,2018,5
275,2018-05-28,Hwell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G And Bhavesh P, R Ranganathan, Oncotrust And Medintel Services Pvt. Ltd",Seed/ Angel Funding,200000.0,,2018,5
276,2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network And Accion Venture Labs",Seed/ Angel Funding,1500000.0,,2018,5
277,2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. And Mastercard,Private Equity,8000000.0,,2018,5
278,2018-05-30,Events High,Consumer Internet,Events And Activities Discovery Platform,Bengaluru,Treebo,Private Equity,0.0,,2018,5
279,2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"Indusage Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, Abb Technology Ventures, Omnivore, Blume Ventures, Venture Highway And Beenext",Private Equity,14000000.0,,2018,5
280,2018-05-31,Credright,Consumer Internet,Lending Platform For Smes,Hyderabad,"Accion Venture Lab, Yournest Venture Capital And Other Angel Investors",Seed/ Angel Funding,1300000.0,,2018,5
281,2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha Fund Partners, Arihant Patni Of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna And Taparia Family Office.",Private Equity,2000000.0,,2018,4
282,2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures And Mohit Khadaria,Seed / Angel Funding,307600.0,,2018,4
283,2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments And Others",Seed / Angel Funding,0.0,,2018,4
284,2018-04-02,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Unknown,Seed / Angel Funding,1300000.0,,2018,4
285,2018-04-04,Varthana,Finance,Loans And Services To Affordable Private Schools In India,Bengaluru,"Chryscapital, Existing Investors, Elevar Equity, Lgt Impact, Omidyar Network And Kaizen Private Equity Also Participated In The Round",Private Equity,55000000.0,,2018,4
286,2018-04-05,Indigolearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, Founder And Chairman Of Career Information Portal Careers360, And Jamshed Jeejeebhoy, Director At Byramjee Jeejeebhoy Pvt. Ltd Were Among The Angels",Seed / Angel Funding,150000.0,,2018,4
287,2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bengaluru,"Accel Partners, Tiger Global And Others",Private Equity,10000000.0,,2018,4
288,2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures And Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0,,2018,4
289,2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,1000000.0,,2018,4
290,2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik And Others",Seed / Angel Funding,0.0,,2018,4
291,2018-04-09,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,Unknown,Seed / Angel Funding,46140.0,,2018,4
292,2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,0.0,,2018,4
293,2018-04-10,Traveltriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, Saif Partners, Bessemer Venture Partners, Rb Investments & Others",Private Equity,12000000.0,,2018,4
294,2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"Sri Capital, Waterbridge Ventures And Thinkuvate",Seed / Angel Funding,1000000.0,,2018,4
295,2018-04-12,Ayefinance,Finance,Online Lending Platform,Gurugram,"Blueorchard Finance Ltd, Hinduja Leyland Finance And Intellegrow",Debt Funding,4600000.0,,2018,4
296,2018-04-13,Mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000000.0,,2018,4
297,2018-04-16,Icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,500000.0,,2018,4
298,2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta And Pradeep K Jaisingh",Seed / Angel Funding,0.0,,2018,4
299,2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica And Others.",Private Equity,22000000.0,,2018,4
300,2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,Tr Capital,Private Equity,0.0,,2018,4
301,2018-04-19,Mamaearth,Healthcare,Online Baby Care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,0.0,,2018,4
302,2018-04-19,Fyle Technologies,Technology,Ai Based Expense Management Platform,Bengaluru,Pravega Ventures And Beenext,Seed / Angel Funding,1100000.0,,2018,4
303,2018-04-19,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank And Ts Investment",Private Equity,23000000.0,,2018,4
304,2018-04-22,Visit,Healthcare,Ai Driven Health Tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan And Karthee Madasamy",Private Equity,0.0,,2018,4
305,2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,1900000.0,,2018,4
306,2018-04-22,Nykaa,Consumer Internet,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak And Others",Private Equity,11000000.0,,2018,4
307,2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Unknown,Seed / Angel Funding,150000.0,,2018,4
